source_id,site_id,site_id_source,site_name,split,horizon_months,origin_year_month,target_year_month,bloom_h,target_risk_chla_h,operational_evidence_band,has_tp,has_tn,has_temperature,has_light_proxy,has_physicochemical,has_current_chla_forbidden
wqp,wqp:MNPCA-27-0133-05-203,MNPCA-27-0133-05-203,MINNETONKA (UPPER LAKE),train,2,1970-02,1970-04,False,0.9408593743362484,low,True,False,False,False,False,False
wqp,wqp:MNPCA-27-0133-09-201,MNPCA-27-0133-09-201,MINNETONKA (HALSTEDS BAY),train,2,1970-02,1970-04,True,1.0,low,True,False,False,False,False,False
wqp,wqp:MNPCA-27-0133-10-101,MNPCA-27-0133-10-101,MINNETONKA (CRYSTAL BAY),train,2,1970-02,1970-04,True,1.0,low,True,False,False,False,False,False
wqp,wqp:11NPSWRD_WQX-BICA_SOLT_0,11NPSWRD_WQX-BICA_SOLT_0,BIGHORN LAKE AT YELLOWTAIL DAM,train,3,1970-06,1970-09,False,0.032196760344150914,low,False,False,True,False,True,True
wqp,wqp:11NPSWRD_WQX-BICA_SOLT_1,11NPSWRD_WQX-BICA_SOLT_1,BIGHORN LAKE 10 MILES FROM DAM,train,3,1970-06,1970-09,False,0.0,low,False,False,False,False,True,True
wqp,wqp:11NPSWRD_WQX-BICA_SOLT_2,11NPSWRD_WQX-BICA_SOLT_2,BIGHORN LAKE 20 MILES FROM DAM,train,3,1970-06,1970-09,False,0.32306043078145885,low,False,False,False,False,True,True
wqp,wqp:11NPSWRD_WQX-BICA_SOLT_3,11NPSWRD_WQX-BICA_SOLT_3,BIGHORN LAKE 30 MILES FROM DAM,train,3,1970-06,1970-09,False,0.0,low,False,False,False,False,True,True
wqp,wqp:11NPSWRD_WQX-BICA_SOLT_4,11NPSWRD_WQX-BICA_SOLT_4,BIGHORN LAKE 40 MILES FROM DAM,train,3,1970-06,1970-09,False,0.0,low,False,False,False,False,True,True
wqp,wqp:21FLGTM_WQX-GTMLSNUT,21FLGTM_WQX-GTMLSNUT,LAKE SOUTH,validation,1,2019-01,2019-02,False,0.44813218772741187,low,True,False,False,False,False,True
wqp,wqp:21FLGTM_WQX-GTMMKNUT,21FLGTM_WQX-GTMMKNUT,MICKLERS,validation,1,2019-01,2019-02,False,0.0,low,True,False,False,False,False,True
wqp,wqp:21FLKWAT_WQX-FLA-GRANDH4-1,21FLKWAT_WQX-FLA-GRANDH4-1,Flagler-Grand Haven 4-1,validation,1,2019-01,2019-02,False,0.0,low,True,True,False,False,False,True
wqp,wqp:21FLKWAT_WQX-FLA-GRANDH4-2,21FLKWAT_WQX-FLA-GRANDH4-2,Flagler-Grand Haven 4-2,validation,1,2019-01,2019-02,False,0.0,low,True,True,False,False,False,True
wqp,wqp:21FLKWAT_WQX-FLA-GRANDH4-3,21FLKWAT_WQX-FLA-GRANDH4-3,Flagler-Grand Haven 4-3,validation,1,2019-01,2019-02,False,0.0,low,True,True,False,False,False,True
wqp,wqp:21FLGTM_WQX-GTMGL1NUT,21FLGTM_WQX-GTMGL1NUT,GUANA LAKE 1,validation,2,2019-01,2019-03,False,0.0,low,True,False,False,False,False,True
wqp,wqp:21FLGTM_WQX-GTMGL2NUT,21FLGTM_WQX-GTMGL2NUT,GUANA LAKE 2,validation,2,2019-01,2019-03,False,0.43040924410011067,low,True,False,False,False,False,True
wqp,wqp:21FLGTM_WQX-GTMGL4NUT,21FLGTM_WQX-GTMGL4NUT,GUANA LAKE 4,validation,2,2019-01,2019-03,False,0.20585981926610364,low,True,False,False,False,False,True
wqp,wqp:21FLGTM_WQX-GTMLMNUT,21FLGTM_WQX-GTMLMNUT,LAKE MID,validation,2,2019-01,2019-03,False,0.5183420250452357,low,True,False,False,False,False,True
wqp,wqp:21FLGTM_WQX-GTMLSNUT,21FLGTM_WQX-GTMLSNUT,LAKE SOUTH,validation,2,2019-01,2019-03,False,0.2247007045327077,low,True,False,False,False,False,True
wqp,wqp:21FLGTM_WQX-GTMGL1NUT,21FLGTM_WQX-GTMGL1NUT,GUANA LAKE 1,validation,3,2019-01,2019-04,False,0.0,low,True,False,False,False,False,True
wqp,wqp:21FLGTM_WQX-GTMGL2NUT,21FLGTM_WQX-GTMGL2NUT,GUANA LAKE 2,validation,3,2019-01,2019-04,True,1.0,low,True,False,False,False,False,True
wqp,wqp:21FLGTM_WQX-GTMGL4NUT,21FLGTM_WQX-GTMGL4NUT,GUANA LAKE 4,validation,3,2019-01,2019-04,False,0.7363733964580741,low,True,False,False,False,False,True
wqp,wqp:21FLGTM_WQX-GTMLMNUT,21FLGTM_WQX-GTMLMNUT,LAKE MID,validation,3,2019-01,2019-04,False,0.8360770677023291,low,True,False,False,False,False,True
wqp,wqp:21FLGTM_WQX-GTMLSNUT,21FLGTM_WQX-GTMLSNUT,LAKE SOUTH,validation,3,2019-01,2019-04,False,0.42783125353744106,low,True,False,False,False,False,True
